XM_028848769.1	PGBD2	PGBD2
XM_028848988.1	LOC708343	LOC708343
XM_001096928.4	LOC708440	LOC708440
XR_003729902.1	LOC708663	LOC708663
XM_015128151.2	LOC708663	LOC708663
XM_028848940.1	LOC708663	LOC708663
XM_015128156.2	LOC708663	LOC708663
XM_015128159.2	LOC708663	LOC708663
XM_015128108.2	LOC100423612	LOC100423612
XM_015128103.2	GCSAML	GCSAML
XM_015128097.2	LOC100423708	LOC100423708
XR_003729965.1	LOC114678521	LOC114678521
XR_003729956.1	LOC114678510	LOC114678510
XR_003729983.1	LOC114678543	LOC114678543
XM_015127841.2	LOC700931	LOC700931
XR_003729975.1	LOC114678532	LOC114678532
XM_028848999.1	LOC709256	LOC709256
XM_028849002.1	LOC709256	LOC709256
NM_001114351.1	NLRP3	NLRP3
XM_015127781.2	NLRP3	NLRP3
XR_001442048.2	LOC106995270	LOC106995270
XR_001442083.2	ZNF496	ZNF496
XM_001098253.4	ZNF496	ZNF496
XM_028849006.1	ZNF496	ZNF496
XM_028849007.1	LOC114678594	LOC114678594
XM_015128060.2	LOC709981	LOC709981
XM_015128063.2	LOC709981	LOC709981
XR_001442080.2	LOC106995302	LOC106995302
XM_015128049.2	ZNF124	ZNF124
XM_015128031.2	ZNF124	ZNF124
XM_015128042.2	ZNF124	ZNF124
XM_028831998.1	C1H1orf229	C1H1orf229
XR_003730061.1	ZNF669	ZNF669
XM_028849015.1	ZNF669	ZNF669
XM_028849012.1	ZNF669	ZNF669
XM_028849009.1	ZNF669	ZNF669
XM_028849017.1	ZNF669	ZNF669
XM_015128011.2	ZNF669	ZNF669
XM_001087414.4	ZNF669	ZNF669
XM_015127987.2	ZNF670	ZNF670
XM_015127993.2	ZNF670	ZNF670
XM_015127972.2	LOC100424371	LOC100424371
XM_028849008.1	LOC100424371	LOC100424371
XR_001442069.2	AHCTF1	AHCTF1
XR_003730065.1	AHCTF1	AHCTF1
XM_015127953.2	AHCTF1	AHCTF1
XM_001088135.4	AHCTF1	AHCTF1
XM_001087893.4	AHCTF1	AHCTF1
XM_028849069.1	AHCTF1	AHCTF1
XM_015127941.2	AHCTF1	AHCTF1
XM_028849081.1	LOC114678648	LOC114678648
XM_028838314.1	LOC100428043	LOC100428043
XM_028849095.1	SCCPDH	SCCPDH
XM_028849097.1	SCCPDH	SCCPDH
XM_028849093.1	SCCPDH	SCCPDH
XM_028849090.1	SCCPDH	SCCPDH
XM_015127769.2	SCCPDH	SCCPDH
XM_015127739.2	CNST	CNST
XM_015127742.2	CNST	CNST
XM_015127758.2	CNST	CNST
XM_015127747.2	CNST	CNST
XM_028849111.1	CNST	CNST
XM_028849115.1	CNST	CNST
XM_028849102.1	CNST	CNST
XM_001088795.4	TFB2M	TFB2M
XM_028849124.1	TFB2M	TFB2M
XM_028839465.1	SMYD3	SMYD3
XM_028839496.1	SMYD3	SMYD3
XM_028839533.1	SMYD3	SMYD3
NM_001265933.1	SMYD3	SMYD3
XM_028839568.1	SMYD3	SMYD3
XM_028849137.1	LOC114678649	LOC114678649
XM_028849141.1	LOC114678649	LOC114678649
XR_003725964.1	LOC114674879	LOC114674879
XR_003730071.1	LOC114678650	LOC114678650
XM_015127721.2	KIF26B	KIF26B
XM_028849150.1	KIF26B	KIF26B
XR_003730076.1	LOC114678652	LOC114678652
XR_003730075.1	LOC114678651	LOC114678651
XR_003730073.1	LOC106995253	LOC106995253
XR_003730074.1	LOC106995253	LOC106995253
XR_003730078.1	LOC114678653	LOC114678653
XR_001441983.2	LOC106995215	LOC106995215
XR_003725811.1	LOC114674685	LOC114674685
XR_003730084.1	EFCAB2	EFCAB2
XR_003730082.1	EFCAB2	EFCAB2
XR_003730083.1	EFCAB2	EFCAB2
XR_003730080.1	EFCAB2	EFCAB2
XR_003730079.1	EFCAB2	EFCAB2
XM_028849176.1	EFCAB2	EFCAB2
XM_028849186.1	EFCAB2	EFCAB2
XM_028849185.1	EFCAB2	EFCAB2
XM_028849182.1	EFCAB2	EFCAB2
XM_028849180.1	EFCAB2	EFCAB2
XM_028849171.1	EFCAB2	EFCAB2
XM_028849184.1	EFCAB2	EFCAB2
XM_015127703.2	EFCAB2	EFCAB2
XR_003726043.1	LOC114674948	LOC114674948
NR_128360.1	MIR7180	MIR7180
unassigned_transcript_3	MIR7180	MIR7180
unassigned_transcript_4	MIR7180	MIR7180
XR_003725919.1	LOC114674829	LOC114674829
XR_001441982.2	LOC704076	LOC704076
XR_003730085.1	LOC114678654	LOC114678654
XM_002802090.3	HNRNPU	HNRNPU
XM_001102264.4	HNRNPU	HNRNPU
XR_001441963.2	COX20	COX20
XR_003725359.1	COX20	COX20
NM_001257785.1	COX20	COX20
XM_028840712.1	COX20	COX20
XM_015127336.2	COX20	COX20
XR_001441981.2	LOC106995214	LOC106995214
XR_001442014.2	LOC713382	LOC713382
NM_001257794.1	DESI2	DESI2
XM_015127680.2	CATSPERE	CATSPERE
XM_028849222.1	CATSPERE	CATSPERE
XM_015127663.2	CATSPERE	CATSPERE
XM_028849228.1	CATSPERE	CATSPERE
XM_028849229.1	CATSPERE	CATSPERE
XM_001089826.4	CATSPERE	CATSPERE
XR_003730089.1	LOC114678655	LOC114678655
XR_003727725.1	ADSS	ADSS
NM_001261110.1	ADSS	ADSS
XM_028849240.1	C1H1orf100	C1H1orf100
XM_001090172.4	C1H1orf100	C1H1orf100
XM_028849241.1	C1H1orf100	C1H1orf100
XR_001442006.2	LOC100429009	LOC100429009
XR_001442007.2	LOC100429009	LOC100429009
XR_003730109.1	LOC106995234	LOC106995234
XR_003730108.1	LOC106995234	LOC106995234
XM_028844988.1	ZBTB18	ZBTB18
XM_028845000.1	ZBTB18	ZBTB18
NM_001257892.1	ZBTB18	ZBTB18
XM_028844995.1	ZBTB18	ZBTB18
XM_028844991.1	ZBTB18	ZBTB18
XR_003730110.1	LOC114678656	LOC114678656
XR_003730111.1	LOC114678657	LOC114678657
XR_003730112.1	LOC114678658	LOC114678658
XM_028845181.1	AKT3	AKT3
XM_028845182.1	AKT3	AKT3
XM_028845184.1	AKT3	AKT3
XM_028845183.1	AKT3	AKT3
XM_028845179.1	AKT3	AKT3
XM_028845185.1	AKT3	AKT3
NM_001266640.1	AKT3	AKT3
XM_015127561.2	SDCCAG8	SDCCAG8
XM_028849285.1	SDCCAG8	SDCCAG8
XM_028849292.1	SDCCAG8	SDCCAG8
XM_028849279.1	SDCCAG8	SDCCAG8
XM_028849282.1	SDCCAG8	SDCCAG8
XM_015127589.2	SDCCAG8	SDCCAG8
XM_028849289.1	SDCCAG8	SDCCAG8
XM_015127574.2	SDCCAG8	SDCCAG8
XM_028849283.1	SDCCAG8	SDCCAG8
XM_028849277.1	SDCCAG8	SDCCAG8
XM_001092411.3	SDCCAG8	SDCCAG8
XM_015127566.2	SDCCAG8	SDCCAG8
XM_028849286.1	SDCCAG8	SDCCAG8
XM_028849287.1	SDCCAG8	SDCCAG8
XM_015127580.2	SDCCAG8	SDCCAG8
NR_128361.1	MIR4677	MIR4677
unassigned_transcript_5	MIR4677	MIR4677
unassigned_transcript_6	MIR4677	MIR4677
XM_015127526.2	CEP170	CEP170
XM_015127542.2	CEP170	CEP170
XM_001091819.4	CEP170	CEP170
XM_001091357.4	CEP170	CEP170
XM_015127551.2	CEP170	CEP170
XM_015127474.2	CEP170	CEP170
XM_015127517.2	CEP170	CEP170
XM_015127481.2	CEP170	CEP170
XM_015127491.2	CEP170	CEP170
XM_015127499.2	CEP170	CEP170
XM_015127509.2	CEP170	CEP170
XM_015127533.2	CEP170	CEP170
XM_001092989.4	PLD5	PLD5
XM_015127270.2	PLD5	PLD5
XM_028849293.1	PLD5	PLD5
XM_028849294.1	PLD5	PLD5
XR_003730176.1	LOC106995199	LOC106995199
XR_003726044.1	LOC114674950	LOC114674950
XM_001093103.4	MAP1LC3C	MAP1LC3C
XM_001105659.4	BECN2	BECN2
XM_015127244.2	EXO1	EXO1
XR_001441949.2	LOC106995194	LOC106995194
XM_015127233.2	WDR64	WDR64
XM_028849295.1	WDR64	WDR64
XM_015127227.2	WDR64	WDR64
XM_001094239.4	OPN3	OPN3
XM_015127213.2	CHML	CHML
XM_001093900.4	KMO	KMO
XR_003730204.1	LOC114678730	LOC114678730
XM_001094968.4	FH	FH
XR_001441944.2	LOC106995189	LOC106995189
XR_001441942.2	LOC106995188	LOC106995188
XR_001441943.2	LOC106995188	LOC106995188
XR_003730216.1	LOC715814	LOC715814
XR_003730223.1	LOC114678741	LOC114678741
XM_028841740.1	LOC114674606	LOC114674606
XM_015127147.2	RGS7	RGS7
XM_028849336.1	RGS7	RGS7
XM_015127136.2	RGS7	RGS7
XM_015127122.2	RGS7	RGS7
XM_015127153.2	RGS7	RGS7
XM_028849348.1	RGS7	RGS7
NM_001266108.1	GREM2	GREM2
XM_015127101.2	FMN2	FMN2
XR_001441932.2	LOC106995175	LOC106995175
XR_003730272.1	LOC114678762	LOC114678762
XR_003729015.1	LOC114677633	LOC114677633
XM_028843487.1	CHRM3	CHRM3
XM_015126482.2	CHRM3	CHRM3
XM_015126492.2	CHRM3	CHRM3
XM_028843478.1	CHRM3	CHRM3
XM_028843477.1	CHRM3	CHRM3
XM_015126487.2	CHRM3	CHRM3
XM_028843485.1	CHRM3	CHRM3
XM_028843481.1	CHRM3	CHRM3
XM_028843492.1	CHRM3	CHRM3
NM_001257740.2	CHRM3	CHRM3
XM_001096630.3	LOC709095	LOC709095
XR_003729018.1	LOC114677634	LOC114677634
XR_011856.4	LOC709194	LOC709194
XR_001441927.1	LOC717053	LOC717053
XM_001096956.3	ZP4	ZP4
XM_015126674.2	RYR2	RYR2
XM_015126668.2	RYR2	RYR2
XM_015126664.2	RYR2	RYR2
XM_015126607.2	RYR2	RYR2
XM_015126658.2	RYR2	RYR2
XM_015126652.2	RYR2	RYR2
XM_015126634.2	RYR2	RYR2
XM_015126626.2	RYR2	RYR2
XM_015126613.2	RYR2	RYR2
XM_015126618.2	RYR2	RYR2
XM_015126609.2	RYR2	RYR2
XR_003730297.1	LOC114678773	LOC114678773
XR_003730300.1	LOC114678776	LOC114678776
XM_015127046.2	MTR	MTR
XM_015127034.2	MTR	MTR
XM_015127036.2	MTR	MTR
XM_015127055.2	MTR	MTR
XM_028849432.1	MTR	MTR
XR_001441926.2	LOC106995169	LOC106995169
XM_001097795.4	ACTN2	ACTN2
XM_015127016.2	ACTN2	ACTN2
XM_015127022.2	ACTN2	ACTN2
XR_001441922.2	LOC106995165	LOC106995165
XR_001442529.2	LOC106996182	LOC106996182
XR_003730326.1	HEATR1	HEATR1
XR_003730327.1	HEATR1	HEATR1
XM_015126988.2	HEATR1	HEATR1
XM_015126509.2	LGALS8	LGALS8
XM_015126513.2	LGALS8	LGALS8
XM_028844042.1	LGALS8	LGALS8
XM_028844041.1	LGALS8	LGALS8
XM_028844038.1	LGALS8	LGALS8
NM_001266745.1	LGALS8	LGALS8
XR_001441913.2	LOC717728	LOC717728
XM_001099801.4	EDARADD	EDARADD
XM_015126982.2	EDARADD	EDARADD
XR_003730342.1	LOC114678800	LOC114678800
XR_003730345.1	ERO1B	ERO1B
XM_015126968.2	ERO1B	ERO1B
XM_028849469.1	ERO1B	ERO1B
XR_003725825.1	LOC114674705	LOC114674705
XM_015126959.2	GPR137B	GPR137B
XM_015126951.2	NID1	NID1
XR_003730354.1	LOC114678808	LOC114678808
XR_003730348.1	LOC114678804	LOC114678804
XR_003730358.1	LOC114678814	LOC114678814
XM_028849502.1	LYST	LYST
XM_015126910.2	LYST	LYST
XM_028849508.1	LYST	LYST
XM_015126926.2	LYST	LYST
XM_028849511.1	LYST	LYST
XM_015126914.2	LYST	LYST
XM_028849525.1	LYST	LYST
XM_028849496.1	LYST	LYST
XM_015126904.2	LYST	LYST
XM_028849518.1	LYST	LYST
XM_028849516.1	LYST	LYST
XM_015126921.2	LYST	LYST
XR_003730376.1	LOC718069	LOC718069
XM_028849531.1	GNG4	GNG4
XR_003730379.1	LOC114678826	LOC114678826
XM_015126896.2	B3GALNT2	B3GALNT2
XM_028849542.1	B3GALNT2	B3GALNT2
XR_003727395.1	TBCE	TBCE
XM_015126572.2	TBCE	TBCE
XM_028844441.1	TBCE	TBCE
XM_028844444.1	TBCE	TBCE
NM_001265678.1	TBCE	TBCE
XM_015126553.2	TBCE	TBCE
XM_015126560.2	TBCE	TBCE
XM_015126567.2	TBCE	TBCE
NM_001257690.1	GGPS1	GGPS1
XM_015126452.2	GGPS1	GGPS1
XM_015126891.2	ARID4B	ARID4B
XM_015126853.2	ARID4B	ARID4B
XM_015126883.2	ARID4B	ARID4B
NM_001257648.1	RBM34	RBM34
NM_001261051.1	TOMM20	TOMM20
XR_003726192.1	LOC114675092	LOC114675092
XR_003730391.1	LOC114678830	LOC114678830
XM_028849551.1	LOC114678830	LOC114678830
XR_001441882.2	LOC106995129	LOC106995129
XR_003730403.1	LOC114678839	LOC114678839
XR_003730408.1	LOC114678839	LOC114678839
XR_001441780.2	LOC106995061	LOC106995061
XR_001441779.2	LOC106995060	LOC106995060
XR_003730437.1	LOC114678850	LOC114678850
XM_002808266.3	IRF2BP2	IRF2BP2
XM_015126420.2	IRF2BP2	IRF2BP2
XR_003730441.1	LOC114678854	LOC114678854
XR_003726126.1	LOC114675034	LOC114675034
XR_001441775.2	TARBP1	TARBP1
XM_001102931.3	TARBP1	TARBP1
XM_015126407.2	TARBP1	TARBP1
XM_001111945.4	LOC718775	LOC718775
XM_015126391.2	LOC718775	LOC718775
XM_028849592.1	LOC718775	LOC718775
XR_003730465.1	LOC114678863	LOC114678863
XR_003730463.1	LOC114678863	LOC114678863
XM_028849602.1	SLC35F3	SLC35F3
XM_001111982.4	SLC35F3	SLC35F3
XR_003730480.1	LOC114678869	LOC114678869
XR_003730479.1	LOC114678868	LOC114678868
XR_003730478.1	LOC114678868	LOC114678868
XR_003729022.1	LOC114677638	LOC114677638
XM_015126335.2	KCNK1	KCNK1
XM_028849619.1	KCNK1	KCNK1
XR_003729025.1	LOC114677640	LOC114677640
XR_003730486.1	LOC114678873	LOC114678873
XM_028844719.1	MAP3K21	MAP3K21
NM_001265676.1	MAP3K21	MAP3K21
XM_028849636.1	PCNX2	PCNX2
XM_028849638.1	PCNX2	PCNX2
XR_001441763.2	LOC106995044	LOC106995044
XR_003730499.1	LOC106995051	LOC106995051
NM_001267032.1	NTPCR	NTPCR
XR_003725807.1	LOC114674681	LOC114674681
XM_015126298.2	MAP10	MAP10
XR_003730503.1	LOC106996582	LOC106996582
XR_003730504.1	LOC106996582	LOC106996582
XR_003729027.1	LOC114677643	LOC114677643
XR_001441701.2	LOC106994992	LOC106994992
XR_003726069.1	LOC114674973	LOC114674973
XM_015126257.2	SIPA1L2	SIPA1L2
XM_028849694.1	SIPA1L2	SIPA1L2
XM_028849680.1	SIPA1L2	SIPA1L2
XM_028849667.1	SIPA1L2	SIPA1L2
XM_028849685.1	SIPA1L2	SIPA1L2
XM_015126224.2	SIPA1L2	SIPA1L2
XM_015126249.2	SIPA1L2	SIPA1L2
XM_015126243.2	SIPA1L2	SIPA1L2
XM_015126216.2	SIPA1L2	SIPA1L2
XM_028849678.1	SIPA1L2	SIPA1L2
XR_001441752.2	LOC106995036	LOC106995036
NM_001114355.1	DISC1	DISC1
XR_003725881.1	LOC114674775	LOC114674775
XR_003730525.1	LOC114678893	LOC114678893
XR_003730527.1	LOC114678895	LOC114678895
XR_001441692.2	TSNAX	TSNAX
NM_001261354.1	TSNAX	TSNAX
XR_003730526.1	LOC114678894	LOC114678894
XM_001104870.4	EGLN1	EGLN1
XM_015126202.2	EGLN1	EGLN1
XM_028849705.1	EGLN1	EGLN1
XM_028849710.1	SPRTN	SPRTN
XM_028849709.1	SPRTN	SPRTN
XM_015126189.2	SPRTN	SPRTN
NM_001258061.1	EXOC8	EXOC8
NM_001265780.1	GNPAT	GNPAT
XM_028844822.1	GNPAT	GNPAT
XM_028844825.1	GNPAT	GNPAT
XM_015126184.2	C1H1orf131	C1H1orf131
XM_001112872.4	C1H1orf131	C1H1orf131
XM_015126179.1	C1H1orf131	C1H1orf131
XM_001106233.4	TRIM67	TRIM67
XM_015126160.2	TRIM67	TRIM67
XR_001441744.2	LOC106995027	LOC106995027
XR_003730555.1	LOC106995027	LOC106995027
XM_028849726.1	LOC114678908	LOC114678908
XM_001106483.3	FAM89A	FAM89A
XR_003730570.1	ARV1	ARV1
XM_015126127.2	ARV1	ARV1
XR_001441739.2	TTC13	TTC13
XM_015126100.2	TTC13	TTC13
XM_028849741.1	TTC13	TTC13
XM_001107062.4	TTC13	TTC13
XM_015126092.2	TTC13	TTC13
XM_001107001.4	TTC13	TTC13
XM_015126114.2	TTC13	TTC13
XM_015126116.2	TTC13	TTC13
XM_015126084.2	C1H1orf198	C1H1orf198
XM_015126081.2	C1H1orf198	C1H1orf198
XM_015126057.2	CAPN9	CAPN9
XM_028849767.1	CAPN9	CAPN9
XM_015126045.2	AGT	AGT
XM_015126038.2	AGT	AGT
XM_028849795.1	COG2	COG2
XM_015126035.2	COG2	COG2
XM_028849807.1	COG2	COG2
XM_002808263.3	COG2	COG2
XM_015126031.2	COG2	COG2
XR_001441703.2	LOC106994993	LOC106994993
XR_001441700.2	LOC106994991	LOC106994991
XM_028849815.1	PGBD5	PGBD5
XM_015125997.2	PGBD5	PGBD5
XM_028849819.1	PGBD5	PGBD5
XM_028845038.1	GALNT2	GALNT2
XM_028845036.1	GALNT2	GALNT2
XM_028845042.1	GALNT2	GALNT2
XM_028845047.1	GALNT2	GALNT2
NM_001261355.1	GALNT2	GALNT2
XR_003730581.1	LOC114678936	LOC114678936
XR_003726109.1	LOC114675023	LOC114675023
XR_001441689.2	LOC106994983	LOC106994983
XM_001083545.4	URB2	URB2
XM_028849826.1	URB2	URB2
XM_015125737.2	TAF5L	TAF5L
NM_001257498.1	TAF5L	TAF5L
XM_015125718.2	TAF5L	TAF5L
XM_015125727.2	TAF5L	TAF5L
XM_001082734.4	ABCB10	ABCB10
XM_015125805.2	NUP133	NUP133
XM_015125808.2	NUP133	NUP133
XM_002802127.3	ACTA1	ACTA1
XR_003730592.1	LOC106994974	LOC106994974
XR_001441679.2	LOC106994974	LOC106994974
XR_003730593.1	LOC114678944	LOC114678944
NM_001261517.1	CCSAP	CCSAP
XM_015125766.2	RAB4A	RAB4A
XM_028826814.1	RAB4A	RAB4A
XM_028826783.1	RAB4A	RAB4A
NM_001257551.1	RAB4A	RAB4A
XM_028841776.1	SPHAR	SPHAR
XM_028849846.1	LOC114678945	LOC114678945
XM_028849849.1	LOC114678945	LOC114678945
XR_009851.4	LOC694417	LOC694417
XR_001441675.2	LOC106994969	LOC106994969
XR_003730599.1	LOC114678951	LOC114678951
XM_028847747.1	LOC695277	LOC695277
XR_003730600.1	LOC114678952	LOC114678952
NM_001265717.1	RHOU	RHOU
XR_003725738.1	LOC114674609	LOC114674609
XR_003725801.1	LOC114674676	LOC114674676
XR_003725970.1	LOC114674882	LOC114674882
XR_003726150.1	LOC114675055	LOC114675055
XR_003726462.1	LOC114675456	LOC114675456
XR_003725746.1	LOC114674615	LOC114674615
XR_003725750.1	LOC114674626	LOC114674626
XR_003725751.1	LOC114674635	LOC114674635
XR_003725752.1	LOC114674636	LOC114674636
XR_003725753.1	LOC114674637	LOC114674637
XR_003725754.1	LOC114674638	LOC114674638
XR_003725758.1	LOC114674640	LOC114674640
XR_003725759.1	LOC114674642	LOC114674642
XR_003725771.1	LOC114674650	LOC114674650
XM_015125664.2	CCDC190	CCDC190
XM_015125657.2	CCDC190	CCDC190
XR_003729046.1	LOC114677655	LOC114677655
XM_001082467.4	RGS4	RGS4
XM_028853363.1	RGS5	RGS5
NM_001260517.1	RGS5	RGS5
XR_001441665.2	LOC106994960	LOC106994960
XR_003730612.1	LOC114678958	LOC114678958
XM_015124470.2	NUF2	NUF2
NM_001261374.1	NUF2	NUF2
XM_028853520.1	NUF2	NUF2
XR_003730618.1	LOC114678959	LOC114678959
XR_003726151.1	LOC114675056	LOC114675056
XR_003730619.1	LOC106994951	LOC106994951
XM_015125622.2	LOC693887	LOC693887
XR_003725880.1	LOC114674774	LOC114674774
XM_015125604.2	LOC694152	LOC694152
XR_001441646.2	LOC695463	LOC695463
XM_015125589.2	PBX1	PBX1
XM_028849923.1	PBX1	PBX1
XM_015125575.2	PBX1	PBX1
XM_028849909.1	PBX1	PBX1
XM_015125583.2	PBX1	PBX1
XM_015125593.2	PBX1	PBX1
XM_028849918.1	PBX1	PBX1
NR_128357.1	MIR7177	MIR7177
unassigned_transcript_7	MIR7177	MIR7177
unassigned_transcript_8	MIR7177	MIR7177
XR_003726026.1	LOC114674932	LOC114674932
XR_003725991.1	LOC114674896	LOC114674896
XM_028849925.1	LMX1A	LMX1A
XM_015125559.2	LMX1A	LMX1A
XR_001441637.2	LOC106994934	LOC106994934
XR_003730655.1	LOC106994937	LOC106994937
XR_001441640.2	LOC106994937	LOC106994937
XM_015124497.1	RXRG	RXRG
NM_001257610.1	RXRG	RXRG
XR_003730657.1	LOC114678983	LOC114678983
XM_015125504.2	LRRC52	LRRC52
XM_015124521.2	MGST3	MGST3
NM_001266781.2	MGST3	MGST3
XM_015124516.2	MGST3	MGST3
XM_015125478.2	ALDH9A1	ALDH9A1
XR_001441631.2	LOC698143	LOC698143
XM_015125464.2	TMCO1	TMCO1
XM_015125470.2	TMCO1	TMCO1
XR_003730663.1	LOC114678992	LOC114678992
NM_001265960.1	UCK2	UCK2
XR_003730665.1	FAM78B	FAM78B
XR_003730666.1	FAM78B	FAM78B
XM_028849998.1	FAM78B	FAM78B
XM_028849989.1	FAM78B	FAM78B
XR_003730667.1	LOC114678994	LOC114678994
XR_003730668.1	LOC100423901	LOC100423901
XR_003730674.1	LOC106994920	LOC106994920
XR_001441612.2	LOC106994921	LOC106994921
XR_003730677.1	LOC114678999	LOC114678999
XM_028829848.1	POGK	POGK
XM_028829820.1	POGK	POGK
NM_001257429.1	POGK	POGK
XM_015124569.2	POGK	POGK
XM_015124586.2	POGK	POGK
XM_015124577.2	POGK	POGK
XR_003730670.1	LOC114678996	LOC114678996
NM_001261158.1	TADA1	TADA1
XM_015125393.2	ILDR2	ILDR2
XM_015125406.2	ILDR2	ILDR2
XM_028850047.1	ILDR2	ILDR2
XM_028850053.1	ILDR2	ILDR2
XM_028850055.1	ILDR2	ILDR2
XM_028850036.1	ILDR2	ILDR2
XM_028850028.1	ILDR2	ILDR2
XR_001441610.2	LOC106994919	LOC106994919
XM_015124620.1	MAEL	MAEL
NM_001260961.2	MAEL	MAEL
XM_015125386.2	GPA33	GPA33
XM_015125371.2	DUSP27	DUSP27
XM_015125376.2	DUSP27	DUSP27
XM_028850067.1	LOC697548	LOC697548
XM_001088884.4	POU2F1	POU2F1
XM_028850084.1	POU2F1	POU2F1
XM_002802053.3	POU2F1	POU2F1
XM_015124638.2	CD247	CD247
NM_001077423.1	CD247	CD247
XM_001089325.4	CREG1	CREG1
XR_001441592.2	LOC106994908	LOC106994908
XM_015125288.2	RCSD1	RCSD1
XM_015125296.2	RCSD1	RCSD1
XM_028850088.1	RCSD1	RCSD1
XM_028850097.1	RCSD1	RCSD1
XR_001441591.2	LOC106994907	LOC106994907
unassigned_transcript_9	TRNAP-CGG	TRNAP-CGG
unassigned_transcript_10	TRNAP-AGG	TRNAP-AGG
XR_003730741.1	MPZL1	MPZL1
XM_001089242.4	MPZL1	MPZL1
XM_001089135.4	MPZL1	MPZL1
XM_015125265.2	MPZL1	MPZL1
XM_015125159.2	ADCY10	ADCY10
XM_015125139.2	ADCY10	ADCY10
XM_015125132.2	ADCY10	ADCY10
XM_015125126.2	ADCY10	ADCY10
XM_015125146.2	ADCY10	ADCY10
XM_015125152.2	ADCY10	ADCY10
XM_028850106.1	ADCY10	ADCY10
XM_028850111.1	ADCY10	ADCY10
XM_015125166.2	ADCY10	ADCY10
XM_028850114.1	ADCY10	ADCY10
XM_015125250.2	MPC2	MPC2
XM_028850120.1	DCAF6	DCAF6
XM_028850122.1	DCAF6	DCAF6
XM_015125234.2	DCAF6	DCAF6
XM_001091235.4	DCAF6	DCAF6
XM_015125186.2	DCAF6	DCAF6
XM_015125203.2	DCAF6	DCAF6
XM_001091473.4	DCAF6	DCAF6
XM_015125219.2	DCAF6	DCAF6
XM_001091583.3	DCAF6	DCAF6
XM_028850121.1	DCAF6	DCAF6
XM_028850123.1	DCAF6	DCAF6
XM_015125249.2	DCAF6	DCAF6
XM_015125243.2	DCAF6	DCAF6
NR_130432.1	MIR1255B	MIR1255B
unassigned_transcript_11	MIR1255B	MIR1255B
