XM_063281056.1	LOC134485287	LOC134485287
XM_063288635.1	Shprh	Shprh
NM_001107470.1	Shprh	Shprh
XR_010062747.1	LOC102547024	LOC102547024
XR_589840.4	LOC102547024	LOC102547024
XM_006227640.5	Fbxo30	Fbxo30
NM_001007690.1	Fbxo30	Fbxo30
XR_005500112.1	LOC120100342	LOC120100342
NM_001276762.1	Epm2a	Epm2a
XM_039106219.2	Epm2a	Epm2a
XR_005500182.1	LOC120100424	LOC120100424
XR_589842.4	LOC102547285	LOC102547285
XR_005497190.2	LOC120098779	LOC120098779
XR_005497192.2	LOC120098779	LOC120098779
XR_005497191.2	LOC120098779	LOC120098779
XR_005500119.1	LOC120100351	LOC120100351
XR_010062749.1	LOC134484943	LOC134484943
XR_010062748.1	LOC134484943	LOC134484943
XR_010062751.1	LOC134484944	LOC134484944
XR_010062752.1	LOC134484944	LOC134484944
XR_010062753.1	LOC134484944	LOC134484944
XR_010062750.1	LOC134484944	LOC134484944
XR_010063620.1	Utrn	Utrn
XM_008758594.4	Utrn	Utrn
XM_008758593.3	Utrn	Utrn
XM_063281961.1	Utrn	Utrn
XM_039101949.2	Utrn	Utrn
XM_039101947.2	Utrn	Utrn
XM_008758596.4	Utrn	Utrn
XM_063281964.1	Utrn	Utrn
XM_008758595.4	Utrn	Utrn
XM_006227637.5	Utrn	Utrn
XM_039101956.2	Utrn	Utrn
XM_063281985.1	Utrn	Utrn
XM_008758598.4	Utrn	Utrn
XM_063281990.1	Utrn	Utrn
XM_008758599.4	Utrn	Utrn
NM_013070.2	Utrn	Utrn
XM_063281969.1	Utrn	Utrn
XM_039101962.2	Utrn	Utrn
XR_010058826.1	LOC134482577	LOC134482577
XR_010058831.1	LOC134482578	LOC134482578
XR_010058830.1	LOC134482578	LOC134482578
XR_010058829.1	LOC134482578	LOC134482578
XR_010058828.1	LOC134482578	LOC134482578
XR_010058832.1	LOC134482578	LOC134482578
XR_010058827.1	LOC134482578	LOC134482578
unassigned_transcript_1	Trnal-uaa1	Trnal-uaa1
XM_008758601.3	Stx11	Stx11
NM_001025638.3	Stx11	Stx11
XR_005497193.2	LOC120098780	LOC120098780
XR_005497195.2	LOC120098781	LOC120098781
XR_005497194.2	LOC120098781	LOC120098781
XR_010062754.1	LOC134484945	LOC134484945
XR_005500165.1	LOC120100405	LOC120100405
NM_001126092.3	Sf3b5	Sf3b5
XM_063281345.1	Plagl1	Plagl1
XM_063281356.1	Plagl1	Plagl1
XM_063281350.1	Plagl1	Plagl1
XM_063281358.1	Plagl1	Plagl1
XM_063281361.1	Plagl1	Plagl1
XM_063281365.1	Plagl1	Plagl1
XM_063281340.1	Plagl1	Plagl1
XM_063281341.1	Plagl1	Plagl1
NM_012760.4	Plagl1	Plagl1
XR_010062755.1	LOC134484946	LOC134484946
XM_063280798.1	LOC134484947	LOC134484947
NM_001271310.2	Zc2hc1b	Zc2hc1b
NM_001014157.1	Ltv1	Ltv1
XM_017589103.3	Phactr2	Phactr2
XM_017589101.3	Phactr2	Phactr2
XM_017589098.3	Phactr2	Phactr2
XM_017589102.3	Phactr2	Phactr2
XM_063288643.1	Phactr2	Phactr2
XM_063288664.1	Phactr2	Phactr2
XM_063288661.1	Phactr2	Phactr2
XM_063288655.1	Phactr2	Phactr2
XM_063288648.1	Phactr2	Phactr2
XM_063288641.1	Phactr2	Phactr2
XM_063288665.1	Phactr2	Phactr2
XM_063288662.1	Phactr2	Phactr2
XM_063288660.1	Phactr2	Phactr2
XM_063288658.1	Phactr2	Phactr2
XM_063288666.1	Phactr2	Phactr2
NM_214458.2	Phactr2	Phactr2
NM_001004218.1	Fuca2	Fuca2
NM_031350.2	Pex3	Pex3
XM_039092495.2	Pex3	Pex3
XM_039092487.2	Pex3	Pex3
XR_010054015.1	Adat2	Adat2
XR_010054014.1	Adat2	Adat2
NM_001115028.2	Adat2	Adat2
XM_063265979.1	Adat2	Adat2
XM_039081076.2	Adat2	Adat2
XM_039081088.2	Adat2	Adat2
XM_039081082.2	Adat2	Adat2
XR_010058833.1	LOC120098785	LOC120098785
XR_005500901.2	Aig1	Aig1
XR_010064540.1	Aig1	Aig1
XR_010064541.1	Aig1	Aig1
XM_039103611.2	Aig1	Aig1
XM_039103617.2	Aig1	Aig1
NM_001134425.1	Aig1	Aig1
XM_039103609.2	Aig1	Aig1
XM_039103610.2	Aig1	Aig1
XM_006227642.5	Aig1	Aig1
XM_039103626.2	Aig1	Aig1
XM_008758604.4	Aig1	Aig1
XM_039103624.2	Aig1	Aig1
XM_039103631.2	Aig1	Aig1
XR_010062756.1	LOC134484948	LOC134484948
XM_039109867.2	Hivep2	Hivep2
XM_063287903.1	Hivep2	Hivep2
XM_039109863.2	Hivep2	Hivep2
XM_039109870.2	Hivep2	Hivep2
XM_039109882.2	Hivep2	Hivep2
XM_039109890.2	Hivep2	Hivep2
XM_039109872.2	Hivep2	Hivep2
XM_063287906.1	Hivep2	Hivep2
XM_039109885.2	Hivep2	Hivep2
NM_024137.1	Hivep2	Hivep2
XM_063287884.1	Hivep2	Hivep2
unassigned_transcript_2	Trnaa-agc27	Trnaa-agc27
XM_039095487.2	C1h3orf38	C1h3orf38
XR_010062757.1	LOC134484949	LOC134484949
XM_063261282.1	Adgrg6	Adgrg6
XM_218313.11	Adgrg6	Adgrg6
NM_001427850.1	Adgrg6	Adgrg6
XM_039098598.2	Adgrg6	Adgrg6
XM_017589821.3	Adgrg6	Adgrg6
XM_017589822.3	Adgrg6	Adgrg6
XR_005497216.2	LOC108349488	LOC108349488
XR_010064556.1	Vta1	Vta1
NM_001025640.2	Vta1	Vta1
NM_001398685.1	Vta1	Vta1
XR_010058835.1	LOC103690921	LOC103690921
XR_005497217.2	LOC103690921	LOC103690921
XR_010058836.1	LOC103690921	LOC103690921
XM_063273748.1	Gje1	Gje1
NM_001197092.2	Gje1	Gje1
XM_039101531.2	Nmbr	Nmbr
XM_063281563.1	Nmbr	Nmbr
NM_012799.2	Nmbr	Nmbr
XR_005500187.1	LOC120100430	LOC120100430
XR_349817.5	LOC102552144	LOC102552144
XR_589848.4	LOC102552210	LOC102552210
XR_005497225.2	LOC108349489	LOC108349489
XR_010062758.1	LOC108349489	LOC108349489
XR_010062759.1	LOC134484950	LOC134484950
XR_005499992.1	LOC120100212	LOC120100212
XR_005499994.1	LOC120100214	LOC120100214
XR_349822.5	LOC102552459	LOC102552459
XR_005497227.2	LOC102552459	LOC102552459
XR_010062760.1	LOC120098787	LOC120098787
XR_010062761.1	LOC120098787	LOC120098787
XR_010062773.1	LOC102546491	LOC102546491
XR_010062772.1	LOC102546491	LOC102546491
XR_010062768.1	LOC102546491	LOC102546491
XR_010062770.1	LOC102546491	LOC102546491
XR_010062766.1	LOC102546491	LOC102546491
XR_010062765.1	LOC102546491	LOC102546491
XR_010062767.1	LOC102546491	LOC102546491
XR_010062771.1	LOC102546491	LOC102546491
XR_010062769.1	LOC102546491	LOC102546491
XR_005497230.2	LOC120098788	LOC120098788
XR_010062763.1	LOC102546604	LOC102546604
XR_005497238.2	LOC102546604	LOC102546604
XR_010062762.1	LOC102546604	LOC102546604
XR_349835.5	LOC102546604	LOC102546604
XR_005497240.2	LOC102546604	LOC102546604
XR_010062764.1	LOC102546604	LOC102546604
XR_010062774.1	LOC134484951	LOC134484951
XR_001835532.3	LOC102546831	LOC102546831
XR_010062775.1	LOC108349492	LOC108349492
XR_005497243.2	LOC108349492	LOC108349492
XR_010062776.1	LOC108349492	LOC108349492
XR_005497247.2	LOC108349493	LOC108349493
XR_010062778.1	LOC108349493	LOC108349493
XR_010062777.1	LOC108349493	LOC108349493
XR_005497252.2	LOC120098791	LOC120098791
NM_053698.3	Cited2	Cited2
XR_010062779.1	LOC134484952	LOC134484952
XM_063280801.1	LOC134484954	LOC134484954
XM_063280800.1	LOC134484953	LOC134484953
XM_006227657.4	Txlnb	Txlnb
NM_001135859.1	Txlnb	Txlnb
XM_039112431.2	Txlnb	Txlnb
XM_039098731.2	LOC120098792	LOC120098792
XR_010052133.1	Heca	Heca
NM_001107514.2	Heca	Heca
XM_039112456.2	Heca	Heca
XM_039112451.2	Heca	Heca
XM_063262262.1	Heca	Heca
NM_001099647.1	Abracl	Abracl
NM_001415798.1	Reps1	Reps1
NM_001394899.2	Reps1	Reps1
NM_001394900.2	Reps1	Reps1
XM_039105158.2	Reps1	Reps1
XM_039105167.2	Reps1	Reps1
XM_039105163.2	Reps1	Reps1
XM_039105171.2	Reps1	Reps1
XM_039105181.2	Reps1	Reps1
XM_039105185.2	Reps1	Reps1
XM_039105175.2	Reps1	Reps1
XM_063284299.1	Reps1	Reps1
XM_039105212.2	Reps1	Reps1
XM_063284301.1	Reps1	Reps1
XM_063284305.1	Reps1	Reps1
XM_063284303.1	Reps1	Reps1
XM_039105204.2	Reps1	Reps1
XM_039105200.2	Reps1	Reps1
XM_063284307.1	Reps1	Reps1
XR_010058839.1	Ect2l	Ect2l
XR_010058838.1	Ect2l	Ect2l
XM_063276203.1	Ect2l	Ect2l
XM_063276201.1	Ect2l	Ect2l
XM_063276207.1	Ect2l	Ect2l
XM_063276233.1	Ect2l	Ect2l
XM_063276198.1	Ect2l	Ect2l
XM_063276225.1	Ect2l	Ect2l
XM_063276216.1	Ect2l	Ect2l
XM_063276240.1	Ect2l	Ect2l
XM_063276242.1	Ect2l	Ect2l
XM_063276245.1	Ect2l	Ect2l
XM_063266008.1	Ccdc28a	Ccdc28a
XM_039081106.2	Ccdc28a	Ccdc28a
XM_063266007.1	Ccdc28a	Ccdc28a
XM_063265998.1	Ccdc28a	Ccdc28a
XM_039081103.2	Ccdc28a	Ccdc28a
NM_001037789.1	Ccdc28a	Ccdc28a
XM_063266001.1	Ccdc28a	Ccdc28a
XM_006227660.5	Ccdc28a	Ccdc28a
XR_010058843.1	LOC102549233	LOC102549233
XR_010058849.1	LOC102549233	LOC102549233
XR_010058848.1	LOC102549233	LOC102549233
XR_010058844.1	LOC102549233	LOC102549233
XR_010058847.1	LOC102549233	LOC102549233
XR_005497259.2	LOC102549233	LOC102549233
XR_010058846.1	LOC102549233	LOC102549233
XR_010058845.1	LOC102549233	LOC102549233
XR_005497263.2	LOC102549233	LOC102549233
XR_005497268.2	LOC102549339	LOC102549339
XR_010062781.1	LOC102549339	LOC102549339
XR_349845.5	LOC102549339	LOC102549339
XR_010062780.1	LOC102549339	LOC102549339
XM_017589823.3	Nhsl1	Nhsl1
XM_017589824.3	Nhsl1	Nhsl1
XM_063262308.1	Nhsl1	Nhsl1
XM_002728626.7	Nhsl1	Nhsl1
XM_006227668.5	Nhsl1	Nhsl1
XM_063262306.1	Nhsl1	Nhsl1
XM_063262305.1	Nhsl1	Nhsl1
XM_063262298.1	Nhsl1	Nhsl1
NM_001427846.1	Nhsl1	Nhsl1
XM_002728625.7	Nhsl1	Nhsl1
XM_063262290.1	Nhsl1	Nhsl1
XM_039098789.2	Nhsl1	Nhsl1
XR_005499954.1	LOC120100161	LOC120100161
NM_001107515.2	Hebp2	Hebp2
XM_063276012.1	LOC134482570	LOC134482570
NM_001427849.1	Arfgef3	Arfgef3
XM_039098805.2	Arfgef3	Arfgef3
XM_218667.9	Smokl1	Smokl1
NM_001106265.2	Perp	Perp
XR_010058852.1	LOC134482579	LOC134482579
XR_005497282.2	Tnfaip3	Tnfaip3
XM_039098843.2	Tnfaip3	Tnfaip3
NM_001427106.1	Tnfaip3	Tnfaip3
XM_039098833.2	Tnfaip3	Tnfaip3
XM_039098825.2	Tnfaip3	Tnfaip3
XR_005497283.1	LOC120098793	LOC120098793
XR_589862.4	LOC102550206	LOC102550206
XR_005497284.2	LOC102550206	LOC102550206
XR_005497286.2	LOC102550206	LOC102550206
XR_349850.5	LOC102550206	LOC102550206
XR_005497288.2	LOC102550206	LOC102550206
XR_005497287.2	LOC102550206	LOC102550206
XR_010062782.1	LOC134484955	LOC134484955
XR_010062783.1	LOC134484955	LOC134484955
XR_005497289.1	LOC120098794	LOC120098794
XR_005497290.1	LOC120098794	LOC120098794
NM_001106269.2	Olig3	Olig3
XR_005497291.2	LOC120098795	LOC120098795
XR_010062784.1	LOC134484956	LOC134484956
XR_010062788.1	LOC120098796	LOC120098796
XR_005497294.2	LOC120098796	LOC120098796
XR_010062786.1	LOC134484957	LOC134484957
XR_010062787.1	LOC134484957	LOC134484957
XR_010062785.1	LOC134484957	LOC134484957
XM_063263679.1	Ifngr1	Ifngr1
NM_053783.3	Ifngr1	Ifngr1
XM_039109109.2	Ifngr1	Ifngr1
XM_063270279.1	Il22ra2	Il22ra2
XM_063270284.1	Il22ra2	Il22ra2
XM_063270290.1	Il22ra2	Il22ra2
XM_063270285.1	Il22ra2	Il22ra2
XM_063270275.1	Il22ra2	Il22ra2
XM_063270277.1	Il22ra2	Il22ra2
NM_001003404.2	Il22ra2	Il22ra2
XR_010058853.1	LOC134482580	LOC134482580
XM_039112779.2	Il20ra	Il20ra
XM_063262578.1	Il20ra	Il20ra
NM_001107521.1	Il20ra	Il20ra
XR_005497302.2	LOC120098799	LOC120098799
XM_063276312.1	LOC102547604	LOC102547604
XR_010058854.1	LOC134482581	LOC134482581
NM_001107522.1	Slc35d3	Slc35d3
NM_001034147.1	Pex7	Pex7
XR_010062653.1	LOC134484851	LOC134484851
XR_010058855.1	LOC102547411	LOC102547411
XR_005497305.2	LOC102547411	LOC102547411
XR_349856.5	LOC102547411	LOC102547411
XM_039084822.2	Map3k5	Map3k5
NM_001277694.1	Map3k5	Map3k5
XM_039084825.2	Map3k5	Map3k5
XR_005500137.1	LOC120100374	LOC120100374
XR_010058857.1	LOC102547350	LOC102547350
XR_005497306.2	LOC102547350	LOC102547350
XR_010058858.1	LOC102547350	LOC102547350
XR_010058856.1	LOC102547350	LOC102547350
XM_039105408.2	Map7	Map7
XM_063284418.1	Map7	Map7
XM_039105409.2	Map7	Map7
NM_001198638.2	Map7	Map7
XM_063284425.1	Map7	Map7
XM_039105391.2	Map7	Map7
NM_001106270.2	Map7	Map7
XM_063284427.1	Map7	Map7
XM_063284432.1	Map7	Map7
XM_039105431.2	Map7	Map7
XM_063284408.1	Map7	Map7
XM_039105407.2	Map7	Map7
XM_063284402.1	Map7	Map7
XM_063284410.1	Map7	Map7
XM_063284414.1	Map7	Map7
XM_063284422.1	Map7	Map7
XR_005497309.2	LOC120098800	LOC120098800
XR_010058859.1	LOC120098801	LOC120098801
XR_005499947.1	LOC120100154	LOC120100154
XR_010064690.1	Bclaf1	Bclaf1
XM_063284458.1	Bclaf1	Bclaf1
XM_063284466.1	Bclaf1	Bclaf1
XM_063284478.1	Bclaf1	Bclaf1
XM_063284485.1	Bclaf1	Bclaf1
XM_063284439.1	Bclaf1	Bclaf1
XM_006227654.5	Bclaf1	Bclaf1
XM_006227652.5	Bclaf1	Bclaf1
XM_006227653.4	Bclaf1	Bclaf1
NM_001047852.2	Bclaf1	Bclaf1
XM_063284449.1	Bclaf1	Bclaf1
XM_039105467.2	Bclaf1	Bclaf1
XM_063284473.1	Bclaf1	Bclaf1
NM_001290110.1	Mtfr2	Mtfr2
XM_063284133.1	Mtfr2	Mtfr2
XM_039103500.2	Mtfr2	Mtfr2
XR_005488707.2	Pde7b	Pde7b
XM_039082826.2	Pde7b	Pde7b
XM_039082864.2	Pde7b	Pde7b
XM_008758591.4	Pde7b	Pde7b
XM_039082890.2	Pde7b	Pde7b
XM_008758592.4	Pde7b	Pde7b
NM_080894.2	Pde7b	Pde7b
XR_010062797.1	LOC134484964	LOC134484964
XR_010062795.1	LOC134484963	LOC134484963
XR_010062796.1	LOC134484963	LOC134484963
XM_063280802.1	LOC134484962	LOC134484962
XR_005497311.2	LOC120098802	LOC120098802
XR_005500133.1	LOC120100369	LOC120100369
XR_010052942.1	Ahi1	Ahi1
XM_063263018.1	Ahi1	Ahi1
XM_063263023.1	Ahi1	Ahi1
XM_063263007.1	Ahi1	Ahi1
XM_063263027.1	Ahi1	Ahi1
XM_063263028.1	Ahi1	Ahi1
XM_063263011.1	Ahi1	Ahi1
XM_063263025.1	Ahi1	Ahi1
XM_063263009.1	Ahi1	Ahi1
NM_001002277.2	Ahi1	Ahi1
XM_063263029.1	Ahi1	Ahi1
XM_063263033.1	Ahi1	Ahi1
XM_039098949.2	Myb	Myb
NM_001427409.1	Myb	Myb
XR_010062790.1	LOC134484959	LOC134484959
XR_010062789.1	LOC134484958	LOC134484958
XR_010062791.1	LOC134484960	LOC134484960
XM_063285773.1	Hbs1l	Hbs1l
XM_039106903.2	Hbs1l	Hbs1l
XM_063285777.1	Hbs1l	Hbs1l
XM_039106909.2	Hbs1l	Hbs1l
XM_039106912.2	Hbs1l	Hbs1l
NM_001011934.1	Hbs1l	Hbs1l
XM_063285786.1	Hbs1l	Hbs1l
XM_063285789.1	Hbs1l	Hbs1l
XR_010062792.1	LOC134484961	LOC134484961
XR_010062793.1	LOC134484961	LOC134484961
XR_010062794.1	LOC134484961	LOC134484961
NM_001191088.2	Aldh8a1	Aldh8a1
XR_010062654.1	LOC134484852	LOC134484852
XR_010062655.1	LOC134484852	LOC134484852
XM_063280750.1	LOC134484852	LOC134484852
XM_063280749.1	LOC134484852	LOC134484852
XM_063280748.1	LOC134484852	LOC134484852
XR_005499961.1	LOC120100169	LOC120100169
XM_017589835.3	Themis	Themis
XR_005497319.2	LOC120098804	LOC120098804
XM_063265927.1	Ptprk	Ptprk
XM_063265913.1	Ptprk	Ptprk
XM_063265905.1	Ptprk	Ptprk
XM_063265948.1	Ptprk	Ptprk
XM_063265880.1	Ptprk	Ptprk
XM_063265868.1	Ptprk	Ptprk
XM_063265919.1	Ptprk	Ptprk
XM_063265907.1	Ptprk	Ptprk
XM_063265906.1	Ptprk	Ptprk
XM_063265898.1	Ptprk	Ptprk
XM_063265887.1	Ptprk	Ptprk
XM_063265945.1	Ptprk	Ptprk
XM_063265877.1	Ptprk	Ptprk
XM_063265889.1	Ptprk	Ptprk
XM_063265884.1	Ptprk	Ptprk
XM_063265875.1	Ptprk	Ptprk
XM_063265871.1	Ptprk	Ptprk
